sample	gene	is_MET_pos	n_seg	cn_rel_median	cn_rel_mean	cn_rel_max	cn_rel_min	cn_abs_median	cn_abs_mean	cn_abs_max	cn_abs_min	pval_min	conf
A269010010	NBN	FALSE	17	0.901366153673267	0.903266084529854	1.02380428954853	0.738742481042681	1.80273230734653	1.80653216905971	2.04760857909705	1.47748496208536	0.142486872822551	0.84622514494205
A269010010	NTRK1	FALSE	8	1.0952293541417	1.08996997608125	1.11295788716073	1.05270304670538	2.1904587082834	2.17993995216251	2.22591577432146	2.10540609341075	0.312283295024682	0.505451246870154
A269010010	Other	FALSE	282	0.98626075576187	1.03932061495066	5.34055775585446	0.859192133469533	1.97252151152374	2.07864122990132	10.6811155117089	1.71838426693907	0.0521002744068898	1.28315998930922
A269010010	PTEN	FALSE	9	1.02763691921709	1.05426771365996	1.18292479043523	0.9923074623696	2.05527383843418	2.10853542731992	2.36584958087046	1.9846149247392	0.152257285135338	0.817421918278774
A269010010	RET	FALSE	12	1.01221762048351	1.00950358269682	1.06065012111467	0.971841862947163	2.02443524096703	2.01900716539364	2.12130024222933	1.94368372589433	0.648611470535324	0.188015375203369
A269010010	TSC2	FALSE	4	0.982197607197738	0.98535945217334	1.06220586613193	0.914836728165948	1.96439521439548	1.97071890434668	2.12441173226387	1.8296734563319	0.165386638042834	0.781499580990715
A269010011	CCND1	FALSE	5	0.970456862387483	0.977593926118655	1.00517147848111	0.950805358906952	1.94091372477497	1.95518785223731	2.01034295696221	1.9016107178139	0.644377053349077	0.190859933462802
A269010011	CDK4	FALSE	7	1.04116517891529	1.01730930469543	1.07218836717845	0.921252947130812	2.08233035783059	2.03461860939086	2.1443767343569	1.84250589426162	0.752390178867986	0.123556882036169
A269010011	CREBBP	FALSE	29	1.11027659820977	1.09322919443502	1.17198423786649	0.992564051758171	2.22055319641955	2.18645838887003	2.34396847573298	1.98512810351634	0.0467004647841103	1.33067879711762
A269010011	DDR2	FALSE	7	1.07428808396481	1.07496822390216	1.11260426393381	1.02830826567565	2.14857616792963	2.14993644780432	2.22520852786761	2.05661653135131	0.272883709869268	0.5640223893028
A269010011	EGFR	FALSE	29	1.02802782684626	1.03421188054803	1.12069417420807	0.896590833777518	2.05605565369252	2.06842376109606	2.24138834841615	1.79318166755504	0.111634629391895	0.952201065067398
A269010011	ERBB2	FALSE	21	0.959707911872653	0.96458590453949	1.02599946586918	0.920568909682535	1.91941582374531	1.92917180907898	2.05199893173835	1.84113781936507	0.0948899702569695	1.02277968949314
A269010011	FGFR3	FALSE	16	0.960922440386654	0.962652322436927	0.991066624718483	0.92725113049633	1.92184488077331	1.92530464487385	1.98213324943697	1.85450226099266	0.117588417079428	0.92963545586394
