sample	is_MET_pos	seg_idx	gene	cn_rel	cn_abs	pval
A269010010	FALSE	1376	MET	1.01852192760787	2.03704385521575	0.488034818973182
A269010010	FALSE	1377	MET	0.992687896017812	1.98537579203562	0.925208073972229
A269010010	FALSE	1378	MET	1.01752495918425	2.03504991836849	0.50640230197508
A269010010	FALSE	1379	MET	0.976995070320553	1.95399014064111	0.43989363548489
A269010010	FALSE	1380	MET	0.995723031251313	1.99144606250263	0.911604595837856
A269010010	FALSE	1381	MET	1.01866130336992	2.03732260673985	0.512404653924665
A269010010	FALSE	1382	MET	1.0076709699822	2.0153419399644	0.736016471954411
A269010010	FALSE	1383	MET	1.02608644306073	2.05217288612145	0.595138189029696
A269010010	FALSE	1384	MET	1.01373640049349	2.02747280098698	0.723498001153807
A269010010	FALSE	1385	MET	0.97339201751354	1.94678403502708	0.502133992745507
A269010010	FALSE	1386	MET	0.966101666878954	1.93220333375791	0.482941371382804
A269010010	FALSE	1387	MET	0.924324143267758	1.84864828653552	0.0782617757215645
A269010010	FALSE	1388	MET	1.01256996977542	2.02513993955085	0.720957838110035
A269010010	FALSE	1389	MET	0.963138353173665	1.92627670634733	0.18734326657408
A269010010	FALSE	1390	MET	1.00789361010931	2.01578722021861	0.733708530199152
A269010010	FALSE	1391	MET	0.98388518794298	1.96777037588596	0.28923480181533
A269010011	FALSE	1367	MET	0.974840086193997	1.94968017238799	0.673293685412788
A269010011	FALSE	1368	MET	0.964915710888327	1.92983142177665	0.678197470202918
A269010011	FALSE	1369	MET	0.925115177799844	1.85023035559969	0.385495082674635
A269010011	FALSE	1370	MET	0.960159939558396	1.92031987911679	0.664700542657796
A269010011	FALSE	1371	MET	0.966541656686562	1.93308331337312	0.613199303146275
A269010011	FALSE	1372	MET	0.94851995839999	1.89703991679998	0.378896616271004
A269010011	FALSE	1373	MET	0.95522538743159	1.91045077486318	0.290118974116504
A269010011	FALSE	1374	MET	0.99614607484069	1.99229214968138	0.90740283119795
A269010011	FALSE	1375	MET	0.970986799159219	1.94197359831844	0.707511468511546
A269010011	FALSE	1376	MET	0.982758275065183	1.96551655013037	0.503495845293432
A269010011	FALSE	1377	MET	0.907284979064196	1.81456995812839	0.192795545077236
A269010011	FALSE	1378	MET	0.962649980280779	1.92529996056156	0.134437183132459
A269010011	FALSE	1379	MET	0.97425824381348	1.94851648762696	0.386113249476559
A269010011	FALSE	1380	MET	0.941036017360355	1.88207203472071	0.105353323213016
A269010011	FALSE	1381	MET	1.00715258880723	2.01430517761445	0.799527914348518
A269010011	FALSE	1382	MET	0.964020808616675	1.92804161723335	0.0983601810282065
A269010011	FALSE	1383	MET	0.953758915975806	1.90751783195161	0.310865598382882
A269010011	FALSE	1384	MET	0.94452868795093	1.88905737590186	0.125183729643806
A269010011	FALSE	1385	MET	0.950387899489853	1.90077579897971	0.199961780257792
A269010011	FALSE	1386	MET	0.933322825079269	1.86664565015854	0.153160761369615
A269010011	FALSE	1387	MET	0.982408304226885	1.96481660845377	0.700140718221175
A269010011	FALSE	1388	MET	0.94753788194891	1.89507576389782	0.111151849523527
A269010011	FALSE	1389	MET	0.98766368794579	1.97532737589158	0.66698307942935
A269010011	FALSE	1390	MET	0.960956837009576	1.92191367401915	0.0775874655995107
A269010011	FALSE	1391	MET	1.01871123528672	2.03742247057343	0.234640804329055
