sample	gene	is_target_pos	n_segments	copy_ratio	confidence
A269010010	TSC2	FALSE	42	1.01756664694735	0.246736840404018
A269010010	FGFR3	FALSE	16	1.00984631396074	0.242901782602694
A269010010	CDK4	FALSE	7	1.05765842201131	0.199520966846267
A269010010	PTEN	FALSE	9	1.01355693257794	0.154229528893902
A269010010	MDM2	FALSE	13	0.964082664539269	0.0925012286448677
A269010010	MET	FALSE	25	1.00050330979885	0.0922616449357117
A269010011	MET	FALSE	25	0.879004286074348	0.630776466513698
A269010011	FGFR3	FALSE	16	0.974510834390549	0.557492712568316
A269010011	PTEN	FALSE	9	0.948031274834762	0.514191707390948
A269010011	NBN	FALSE	17	0.970517760296176	0.479957753956727
A269010011	CREBBP	FALSE	45	0.995646897838732	0.472121467603266
A269010011	Other	FALSE	1376	1.09534471365574	0.45278167401189
A269010011	EGFR	FALSE	29	0.981335480511881	0.423194174742262
A269010011	NTRK1	FALSE	8	1.11820308651508	0.413753706419798
A269010011	DDR2	FALSE	7	1.17032385069829	0.410616626339825
A269010011	RET	FALSE	12	0.978326155463697	0.334718042944594
A269010011	TSC2	FALSE	42	0.98182637330246	0.317241720261488
A269010011	GATA3	FALSE	7	0.962964151719428	0.258408450790013
A269010011	ERBB2	FALSE	27	1.00085528725338	0.242292889734979
A269010011	CDK4	FALSE	7	1.04828541007896	0.208750649829542
A269010011	CCND1	FALSE	5	0.985916077087103	0.176090417604707
A269010011	MDM2	FALSE	13	0.981731719186627	0.0562794701317543
