sample	is_target_pos	seg_idx	gene	cn_rel	cn_abs	pval
A269010009	TRUE	541	ERBB2	0.953489072238551	1.9069781444771	0.48875760985266
A269010009	TRUE	542	ERBB2	0.716843303009627	1.43368660601925	5.69174523965029e-51
A269010009	TRUE	543	ERBB2	0.900685752221038	1.80137150444208	0.124677394596585
A269010009	TRUE	544	ERBB2	0.895353010146315	1.79070602029263	5.5782114471882e-20
A269010009	TRUE	545	ERBB2	0.763641359576015	1.52728271915203	9.24508887263099e-07
A269010009	TRUE	546	ERBB2	0.824359085063396	1.64871817012679	2.11462510196256e-13
A269010009	TRUE	547	ERBB2	1.01738606141585	2.0347721228317	0.765936394133981
A269010009	TRUE	548	ERBB2	0.957821969382739	1.91564393876548	0.682069408893122
A269010009	TRUE	549	ERBB2	0.814710508049736	1.62942101609947	2.45584182985923e-22
A269010009	TRUE	550	ERBB2	0.764451404612641	1.52890280922528	2.91691256802579e-90
A269010009	TRUE	551	ERBB2	0.879255853032003	1.75851170606401	0.00509088406555059
A269010009	TRUE	552	ERBB2	0.719508669957722	1.43901733991544	8.37302163260974e-05
A269010009	TRUE	553	ERBB2	0.962933612544402	1.9258672250888	0.400637907085221
A269010009	TRUE	554	ERBB2	0.682600568063596	1.36520113612719	1e-100
A269010009	TRUE	555	ERBB2	0.909769038427281	1.81953807685456	0.13523903818273
A269010009	TRUE	556	ERBB2	0.95037268978694	1.90074537957388	0.198366400417078
A269010009	TRUE	557	ERBB2	1.02494512486037	2.04989024972075	0.359608804856636
A269010009	TRUE	558	ERBB2	1.01424264872516	2.02848529745032	0.828423969812206
A269010009	TRUE	559	ERBB2	0.892644087477656	1.78528817495531	0.00685428748418773
A269010009	TRUE	560	ERBB2	0.670795708681205	1.34159141736241	1e-100
A269010010	FALSE	534	ERBB2	0.941057980104243	1.88211596020849	0.602296829398684
A269010010	FALSE	535	ERBB2	1.02713793997608	2.05427587995216	0.52834265341335
A269010010	FALSE	536	ERBB2	1.02163188779166	2.04326377558333	0.346931417244962
A269010010	FALSE	537	ERBB2	1.10582004573885	2.21164009147769	0.284184479816726
A269010010	FALSE	538	ERBB2	0.966285268323498	1.932570536647	0.468552823362694
A269010010	FALSE	539	ERBB2	1.04423472569992	2.08846945139984	0.310234531728719
A269010010	FALSE	540	ERBB2	1.03243706842558	2.06487413685117	0.215995344869124
A269010010	FALSE	541	ERBB2	1.07885893382959	2.15771786765918	0.29956462098568
A269010010	FALSE	542	ERBB2	0.990092550308234	1.98018510061647	0.703633611210603
A269010010	FALSE	543	ERBB2	1.07238903250958	2.14477806501915	0.34723389727928
A269010010	FALSE	544	ERBB2	1.01462438086754	2.02924876173509	0.259038603147981
A269010010	FALSE	545	ERBB2	1.05345799920518	2.10691599841036	0.421098733528086
A269010010	FALSE	546	ERBB2	1.03205907750447	2.06411815500894	0.284476377888993
A269010010	FALSE	547	ERBB2	1.05062581908311	2.10125163816623	0.401233702066935
A269010010	FALSE	548	ERBB2	1.10829018168471	2.21658036336941	0.363379410972104
A269010010	FALSE	549	ERBB2	0.989655807424581	1.97931161484916	0.655050248468558
A269010010	FALSE	550	ERBB2	1.0015742067081	2.0031484134162	0.918151016915285
A269010010	FALSE	551	ERBB2	0.981131442799229	1.96226288559846	0.694842882510509
A269010010	FALSE	552	ERBB2	1.08051868717754	2.16103737435509	0.452115216446241
A269010010	FALSE	553	ERBB2	1.02466895582969	2.04933791165938	0.599118554965482
A269010010	FALSE	554	ERBB2	1.00292923497066	2.00585846994131	0.70114533454
A269010010	FALSE	555	ERBB2	1.03832224582665	2.07664449165331	0.578298681311612
A269010010	FALSE	556	ERBB2	1.04017702833419	2.08035405666838	0.341406061709548
A269010010	FALSE	557	ERBB2	1.02313199983604	2.04626399967207	0.394753168465462
A269010010	FALSE	558	ERBB2	1.05745107176747	2.11490214353493	0.401759111489146
A269010010	FALSE	559	ERBB2	0.992378290253542	1.98475658050708	0.862913346749608
A269010010	FALSE	560	ERBB2	1.03198022100444	2.06396044200888	0.144128474101767
A269010011	FALSE	534	ERBB2	0.92539963610637	1.85079927221274	0.502415508028416
A269010011	FALSE	535	ERBB2	1.023676838465	2.04735367692999	0.580961493707582
A269010011	FALSE	536	ERBB2	0.986741517091345	1.97348303418269	0.550597593753244
A269010011	FALSE	537	ERBB2	1.0419371357926	2.08387427158519	0.652383704442812
