sample	gene	is_target_pos	n_seg	cn_rel_median	cn_rel_mean	cn_rel_max	cn_rel_min	cn_abs_median	cn_abs_mean	cn_abs_max	cn_abs_min	pval_min	conf
A269010010	NTRK1	FALSE	8	1.2166875482327	1.21345869865043	1.24937065618161	1.16903235864299	2.4333750964654	2.42691739730087	2.49874131236321	2.33806471728599	0.186098933507026	0.730256115710398
A269010010	Other	FALSE	281	0.992508057484913	1.23191687785102	65.2899241382225	0.764594964629819	1.98501611496983	2.46383375570205	130.579848276445	1.52918992925964	0.113477950023806	0.945088518323758
A269010010	PTEN	FALSE	9	1.00246659638037	1.00781273149946	1.02530405184018	0.994846305945247	2.00493319276074	2.01562546299892	2.05060810368035	1.98969261189049	0.17929817158181	0.746424139193976
A269010010	RET	FALSE	12	0.984545716753237	0.976111473680119	1.01686265428049	0.924313400030099	1.96909143350647	1.95222294736024	2.03372530856098	1.8486268000602	0.272953620604407	0.563911140602986
A269010010	TSC2	FALSE	29	1.02635583715029	1.02598997843897	1.06801507646332	0.986974904931789	2.05271167430058	2.05197995687794	2.13603015292664	1.97394980986358	0.210539154102118	0.676667126292754
A269010011	CCND1	FALSE	5	0.982776395368689	0.983182215836288	0.999697099460919	0.963243803958208	1.96555279073738	1.96636443167258	1.99939419892184	1.92648760791642	0.535560699576743	0.271191299813839
A269010011	CDK4	FALSE	7	1.0545807404365	1.05283401552501	1.11908844763831	0.958722806703451	2.10916148087301	2.10566803105002	2.23817689527662	1.9174456134069	0.682018622529614	0.166203766763708
A269010011	CREBBP	FALSE	45	0.990797239248326	0.991317907771936	1.04108016905419	0.925867960306134	1.98159447849665	1.98263581554387	2.08216033810838	1.85173592061227	0.117440804243605	0.930180983336012
A269010011	DDR2	FALSE	7	1.20368661271519	1.21064413327861	1.30567047831811	1.12262059410744	2.40737322543038	2.42128826655722	2.61134095663623	2.24524118821487	0.373712496220609	0.427462379942925
A269010011	EGFR	FALSE	29	0.970760569593345	0.975590743304111	1.06025802600744	0.881555167774852	1.94152113918669	1.95118148660822	2.12051605201488	1.7631103355497	0.102086942133743	0.99102980465089
A269010011	ERBB2	FALSE	27	1.00913667331615	1.00604280370434	1.05973599702107	0.92539963610637	2.0182733466323	2.01208560740869	2.11947199404214	1.85079927221274	0.360130056702316	0.44354063059978
A269010011	FGFR3	FALSE	16	0.9714213957755	0.975064632108018	1.01187841439544	0.95049611648794	1.942842791551	1.95012926421604	2.02375682879087	1.90099223297588	0.0853277053869857	1.06890993315758
A269010011	GATA3	FALSE	7	0.950369103064906	0.957077098161713	0.99120812564332	0.923732777921079	1.90073820612981	1.91415419632343	1.98241625128664	1.84746555584216	0.456971581707882	0.340110807131911
A269010011	MDM2	FALSE	13	0.991062073809863	0.992728154808682	1.09816891675467	0.942237858667422	1.98212414761973	1.98545630961736	2.19633783350934	1.88447571733484	0.724401561394553	0.140020622266997
A269010011	MET	FALSE	19	0.886134141358926	0.883775557415651	0.955486637592648	0.755299551238214	1.77226828271785	1.7675511148313	1.9109732751853	1.51059910247643	0.150478748936024	0.822524828119825
